pushup%20(1)_jpg.rf.f7e0f03af0378dd9180adc2528ff30b9.jpg,pushups_up,201.98647,82.99152,-416.81982,208.23257,75.070175,-413.52292,210.9411,74.3428,-413.5143,213.4001,73.403206,-413.56308,200.07523,73.22071,-421.56485,196.91708,70.91974,-421.67114,193.59709,68.38386,-421.73138,214.6392,65.06236,-339.27185,184.25258,58.241123,-377.49734,202.34293,87.24841,-383.56412,194.48892,84.819016,-394.49142,222.56061,82.95212,-241.65833,149.58366,73.20328,-335.26544,209.84166,152.75113,-208.51218,116.68666,159.93016,-348.28302,217.33824,228.04082,-237.07635,112.77125,237.16493,-367.7904,227.79514,239.89365,-254.08113,106.8037,248.08847,-398.6646,222.91647,244.84567,-273.67798,116.46324,252.20499,-406.56094,218.36513,240.35904,-246.53047,118.7028,246.77394,-372.08954,173.19112,152.77977,26.203642,135.7344,155.21852,-26.395329,169.77919,177.03868,277.9139,123.80606,182.95142,176.0372,141.2425,146.88426,482.1921,107.30856,149.36493,410.7546,135.48584,139.62546,504.5374,102.68866,140.1669,435.74423,138.08965,154.73494,491.15,106.15452,163.03589,407.64233
pushup%20(10)_jpg.rf.2b3a5660d296b76af7a4acf25fe79c64.jpg,pushups_up,218.77054,115.875946,-456.24988,222.6467,109.26911,-456.91098,225.82613,107.8653,-456.92444,228.59494,106.20358,-456.99548,213.91986,109.647865,-455.7172,211.33994,108.661316,-455.75385,208.87534,107.48349,-455.77527,232.83,95.790115,-394.14023,204.27693,96.60067,-389.5441,224.57281,116.67347,-426.94525,214.56633,116.866936,-425.70776,262.4779,105.58678,-326.01328,187.67395,112.67389,-298.2711,276.58807,191.57065,-323.05276,184.2963,183.72818,-280.05072,279.6514,267.5321,-340.67172,173.69884,252.01564,-309.66162,286.82553,278.86133,-372.66943,165.68127,265.12564,-336.24136,278.10498,281.43738,-386.7821,171.32556,267.45264,-356.24844,275.6239,276.70297,-348.41187,176.32237,262.9783,-319.56726,255.60504,160.28807,-12.621661,217.5921,154.36835,12.6086645,245.85765,196.82455,186.07974,224.58957,191.5449,220.18437,259.37943,178.11612,424.8987,229.80844,177.95,447.23434,260.69516,171.53592,448.8953,233.26843,175.70305,470.6637,262.96497,192.31502,420.9836,230.29372,191.5646,439.97772
pushup%20(100)_jpg.rf.f02424a645f627bbed972a284be17db8.jpg,pushups_up,290.86703,91.70411,-140.85791,289.81302,80.91173,-129.37225,289.13977,79.845566,-129.45154,288.24393,78.537964,-129.52892,288.41,81.064415,-158.25726,287.00598,80.18665,-158.27136,285.55624,79.15484,-158.307,275.0559,72.41783,-81.05914,272.91324,74.37569,-212.9388,284.22418,98.4486,-120.44904,282.30453,98.11782,-158.43614,237.45757,105.83727,-7.6781526,218.66489,116.29301,-255.43065,222.47667,173.07695,27.083664,190.4401,200.50633,-279.61404,231.84593,236.84366,10.0852585,188.50308,305.77518,-280.54074,241.00864,249.47296,17.183119,185.36365,304.87015,-315.79663,241.26125,252.54468,-13.169584,196.20209,306.56723,-304.47202,235.9674,249.03221,-3.0385504,195.17699,299.6623,-278.05676,157.38701,182.81479,61.45396,139.03874,198.68198,-61.402386,110.60803,168.07945,203.9656,46.228245,224.85109,-44.905838,40.55815,167.23563,341.71332,-28.13704,192.50813,59.29825,29.817768,164.76688,356.30176,-37.254246,182.85782,70.54265,23.202791,176.48827,365.05936,-44.85492,201.9719,48.808933
pushup%20(1000)_jpg.rf.12d01bf0498efb8fec4ca45bd13170de.jpg,pushups_up,332.22122,143.4257,-78.712776,336.6691,137.09499,-71.30238,336.647,136.07295,-71.377,336.69098,134.7591,-71.46193,336.3539,135.82666,-91.059425,336.12433,134.0461,-91.06026,335.85577,131.8602,-91.087654,332.17017,123.38324,-28.707108,330.75018,121.26178,-118.73223,323.84674,142.05083,-60.293602,322.86734,140.49237,-86.607796,290.76566,145.41537,23.549414,290.88843,119.93847,-150.3403,281.73956,210.94286,35.40004,283.95844,190.29199,-175.04086,275.62723,299.70764,6.1410427,290.2351,273.0234,-174.83665,284.0808,312.4675,2.5864282,285.2355,300.88074,-197.83496,285.45892,313.99005,-17.148743,290.64645,311.78116,-191.192,280.51904,310.19983,-3.6535988,286.72638,304.8564,-172.6832,209.816,188.8924,45.00184,202.3128,164.80014,-45.037495,154.78526,234.62164,40.466053,143.45148,219.44955,-122.46892,78.67769,252.96779,89.74553,68.05749,264.3596,-140.17207,60.391144,250.37517,93.09712,53.827766,262.5915,-145.33234,70.250305,280.73218,63.30842,63.64444,309.4266,-206.8326
pushup%20(1002)_jpg.rf.3d26c651d83e4e5dbbe4057243adeb88.jpg,pushups_up,323.645,117.67062,-277.61798,330.35568,105.29103,-269.43176,330.99823,103.44281,-269.56638,331.59576,101.295,-269.79688,327.69388,103.746925,-295.16202,326.29712,101.08168,-295.28836,324.63135,98.043724,-295.30786,322.5125,84.34883,-212.82715,311.9507,80.619514,-325.7816,313.02734,118.29419,-252.09055,308.44196,115.50199,-284.45676,289.68347,104.19726,-141.49414,237.57805,93.018715,-337.8038,265.997,218.47696,-121.92461,204.67009,227.4568,-362.51483,265.94577,326.52332,-187.57611,201.21687,361.8551,-365.89484,279.73257,342.7005,-208.44012,212.30164,382.16486,-412.28436,278.004,345.576,-240.3724,226.32288,377.75897,-406.714,271.89798,341.0296,-204.07587,226.00061,369.58417,-367.04706,149.21936,182.74156,48.36249,117.09364,169.51909,-48.323494,65.51534,225.41655,186.15317,43.294735,221.38716,72.391464,15.229298,238.65338,351.12573,0.26399803,247.1539,228.60645,8.859183,239.01631,366.91434,-6.553732,244.48767,240.87085,8.990513,266.29578,341.32208,-4.6546545,273.29312,187.93546
pushup%20(1004)_jpg.rf.93bbdf57c0f14c5f654bbdd0132a9cab.jpg,pushups_up,320.18832,121.07337,-298.94382,327.71786,109.74348,-290.29758,328.2773,108.23865,-290.39838,328.85458,106.27337,-290.61783,325.10388,107.48225,-314.6674,323.7341,104.56286,-314.77597,322.0382,101.23211,-314.7679,320.0961,87.17546,-228.69583,310.0688,83.34564,-335.2727,310.10663,121.51001,-271.80246,305.46216,117.60327,-302.37082,286.77505,111.303795,-147.35513,234.96092,92.18927,-340.36963,262.9127,229.5007,-123.87764,203.5172,228.92052,-354.74722,261.76154,331.7893,-172.99423,199.27193,361.24948,-353.4784,273.37848,345.7462,-189.82388,207.82938,382.90378,-398.6002,273.19217,347.9464,-221.89641,221.44846,379.4653,-393.1446,267.54984,343.8927,-188.97015,219.34216,371.5575,-354.9491,152.713,176.79979,51.16794,118.3628,157.79846,-51.155605,78.65564,227.85234,183.09932,44.927074,218.44324,65.73022,23.87234,231.64998,342.87744,-3.736538,245.20877,210.21365,14.655275,225.6274,358.81976,-7.3510447,239.75455,221.19647,15.696043,270.1604,339.00095,-1.7144499,280.7068,167.96153
pushup%20(1006)_jpg.rf.b1da98f73cebd54ea70124a36e1ec879.jpg,pushups_up,286.45404,122.7377,-26.76936,293.56735,114.846436,-16.492025,293.17117,113.578636,-16.694124,292.84827,111.88024,-16.900642,293.72668,112.199905,-43.550484,293.3871,109.47493,-43.445267,293.0317,106.31245,-43.563946,285.06894,92.68251,43.897205,284.3243,87.291466,-80.77067,274.15265,120.73903,-0.8576448,273.62756,117.435486,-37.25033,224.43219,125.68431,101.30899,231.72864,74.88583,-128.93791,207.1049,228.46916,126.17447,215.22887,176.26701,-154.23367,197.3129,347.5976,99.13329,220.41718,301.0677,-133.41714,209.71828,365.3673,91.65371,223.81107,323.24573,-157.42824,211.60234,367.58185,65.82247,232.25911,322.90448,-153.45752,204.04115,362.29584,86.34102,228.86494,316.01904,-131.43857,100.19567,191.28876,55.03044,88.927246,148.0717,-54.7783,9.994013,250.58209,-4.053813,4.543174,225.69836,-142.62889,-119.65733,266.86505,77.569435,-118.56551,229.22617,-65.33071,-132.05608,262.72794,82.417946,-131.94891,220.88046,-58.119717,-152.31866,285.4917,18.719902,-153.31421,246.52393,-125.365
pushup%20(1007)_jpg.rf.6ac5e552b2e1cab83b7c307de863f08a.jpg,pushups_up,325.649,138.20746,-107.97609,331.0548,132.12357,-101.90471,330.9393,130.94969,-101.98599,330.888,129.4956,-102.08521,330.97375,130.97798,-123.82305,330.73132,129.23257,-123.84131,330.4911,127.38789,-123.87414,324.23996,116.133224,-59.2433,323.56525,114.30653,-158.57683,316.8364,136.48035,-88.75738,316.26688,134.91328,-117.61987,282.0112,128.67657,2.1416795,275.661,105.763084,-189.236,271.58075,208.2747,10.883154,270.18277,187.58829,-212.55615,272.03534,283.83994,-19.691114,267.39655,254.99919,-203.2403,277.69772,321.73135,-22.58755,281.7131,286.5598,-229.4212,278.55627,323.27155,-44.865276,288.87952,285.0857,-219.99869,270.98605,317.17105,-30.855124,285.08655,280.49265,-200.5301,189.72183,180.42303,52.58725,178.3897,156.86386,-52.602787,116.015205,226.48076,88.64533,105.14883,220.28386,-69.649925,45.533264,257.42377,143.05557,31.332737,273.75266,-67.51011,27.710705,255.5853,146.77069,17.841911,272.6786,-72.10094,42.387245,296.56796,115.10852,28.671806,323.0484,-138.02354
pushup%20(1008)_jpg.rf.19e974789480bc61cb2a23e727a0d1cb.jpg,pushups_up,339.61118,162.2967,-135.78255,345.4407,156.05154,-130.4266,345.41693,154.9046,-130.47554,345.3672,153.43773,-130.5547,345.21,154.85359,-152.12988,345.00037,152.88849,-152.15805,344.73325,150.68918,-152.15944,339.71857,139.41873,-88.957344,338.79803,136.71999,-186.86842,330.132,161.40236,-117.111465,329.83804,159.24663,-145.49352,294.6896,154.99393,-24.598885,288.26938,129.63916,-214.80914,273.0576,211.60522,-2.9395003,266.792,217.08707,-236.1826,277.54684,280.5908,-24.728285,264.1956,318.96735,-226.35802,277.72113,311.64105,-29.412367,275.44345,331.80426,-256.36157,286.2262,288.08795,-53.950672,279.88995,331.39746,-246.09367,272.98178,316.39728,-36.5659,274.89175,328.1108,-223.5916,200.72127,203.3033,47.883965,190.70737,178.36395,-47.861286,132.85678,244.8813,75.16029,120.98355,230.73628,-55.953884,56.137135,259.6379,133.81432,43.60959,267.7611,-30.563677,39.377586,253.89542,137.62791,28.378412,262.75482,-32.636963,50.04382,295.14334,105.25993,32.538383,316.4398,-93.54861
pushup%20(101)_jpg.rf.89adccf430d52b9ef8e16a6347410893.jpg,pushups_up,267.6887,103.5734,-164.29645,266.2951,92.92497,-153.83253,265.69345,91.77257,-153.89896,265.00076,90.39483,-153.99153,265.0174,93.07437,-183.68483,263.6887,92.064865,-183.72958,262.23578,90.81484,-183.80237,253.04666,84.72356,-99.590744,249.33517,85.23411,-236.11504,261.44507,109.21729,-140.76837,259.86298,109.142815,-179.91351,221.46625,113.2789,-9.166229,200.46434,124.57915,-281.0239,200.12767,177.52045,46.537113,166.84393,205.05777,-289.08026,210.89635,244.20445,37.078617,161.7327,274.53415,-279.2333,218.61809,254.10387,41.57294,156.37888,288.3939,-313.303,220.51378,256.11685,9.431468,166.24799,289.71848,-311.04474,215.61227,253.37047,22.909307,168.09023,284.25052,-279.3169,135.77927,189.62686,77.94504,122.12234,201.79962,-77.859604,81.74631,195.39941,220.50793,34.733185,242.6419,-74.606064,35.418015,169.59238,356.98407,14.574293,184.54906,104.97553,29.948727,166.37778,371.8567,16.225315,174.63647,124.69713,28.122112,167.81049,379.89365,10.815662,182.22452,122.19877
